name,neighbourhood,latitude,longitude,number_of_reviews
Private Loft located near McCormick/Soldier Field,Douglas,41.829229999999995,-87.62195,8
Beautifully Decorated 2 Bedroom  - Close to it all,West Town,41.898740000000004,-87.67071999999999,4
Beautiful Two Bed in The Gold Coast,Near North Side,41.898070000000004,-87.62063,1
Captivating Two Bed in The Gold Coast,Near North Side,41.897890000000004,-87.62089,0
Delightful Two Bed in The Gold Coast,Near North Side,41.89821,-87.62031,2
Extraordinary Two Bed in The Gold Coast,Near North Side,41.89958,-87.62226,1
Fabulous Two Bed in The Gold Coast,Near North Side,41.89972,-87.62087,1
Delightful Two Bedroom at Park Michigan,Near South Side,41.866240000000005,-87.62423000000001,1
Bold Two Bedroom at Park Michigan,Near South Side,41.866170000000004,-87.62562,0
Cozy Two Bedroom at Park Michigan,Near South Side,41.86653,-87.62389,0
PREMIUM Corner 1br overlooking the park + balcony!,Loop,41.88373,-87.62373000000001,0
PREMIUM Corner 1br + Expansive Balcony on Park!,Loop,41.88713,-87.62037,0
Cozy Modern Chicago Aparment in Edgewater Beach,Edgewater,41.99152,-87.65935,4
Fulton Market Luxury 1 Bedroom Condo 24/7 Doorman,Near West Side,41.88777,-87.64751,0
"Studio, Steps from Wrigley Field",Lake View,41.95621,-87.66835999999999,9
Spacious 2 Floor Townhouse in River West by Domio,West Town,41.89498,-87.65436,1
Luxury in Lincoln Square! 4BR Home with Patio,Lincoln Square,41.97015,-87.68051,0
Large 2 Floor Townhouse in River West by Domio!,West Town,41.89635,-87.6538,0
Convenient 2BR Apt in River West by Domio,West Town,41.89563,-87.65235,0
Stylish 2BR/2BA Apt in River West by Domio,West Town,41.89566,-87.65235,2
Prime 2 BR Apt in River West by Domio!,West Town,41.89496,-87.65241,0
"PRIVATE ROOM NEXT TO UIC, IN HEART OF LITTLE ITALY",Near West Side,41.87096,-87.6533,5
River North/Fulton Market HighEnd Pool/HotTub Gym,West Town,41.8895,-87.64655,0
SuperHost Extended Business Stay Luxury Amenities,West Town,41.889829999999996,-87.647,0
SuperHost CHIC MODERN NEW WALK TO FULTON MARKET,Near West Side,41.887570000000004,-87.64624,0
Perfect Lincoln Park location to enjoy the City!,Lincoln Park,41.92308,-87.64141,0
AMAZING LOCATION TO EXPLORE CHICAGO + FREE PARKING,Near West Side,41.87857,-87.65136,5
"QUIET, LARGE, CLEAN ROOM IN HEART OF CHICAGO",Near West Side,41.87685,-87.64099,5
"芝加哥,唐人街 UIC大学 民宿精品｡",Mckinley Park,41.83254,-87.66741999999999,8
"Walk Everywhere, Lake, Downtown, Magnificent Mile",Near North Side,41.89759,-87.62939,0
"Walk Everywhere, Lake, Downtown, Magnificent Mile",Near North Side,41.898109999999996,-87.63141,0
King 1BR -  Balcony with River and City Views!!!,Near North Side,41.8899,-87.63422,0
Entire 3 Bed House - Steps from everything w/patio,Lincoln Park,41.918440000000004,-87.65174,3
Chic Penthouse Corner 3BR Loft in Fulton Market,Near West Side,41.887209999999996,-87.65105,6
Amazing location with View of Willis Tower,Douglas,41.83997,-87.61572,2
"Spectacular Fulton Market Penthouse, Sleeps 24 in Style",Near West Side,41.886070000000004,-87.65092,1
Luxury 2 BR Apt - Walk to Navy Pier - by Domio!,Near North Side,41.891999999999996,-87.6155,1
Fresh Comfy Historic 2 Bdrm Space w/ Private Entry,Edgewater,41.99711,-87.67461999999999,9
Convenient 2BR/2BA Apt near Navy Pier by Domio,Near North Side,41.89147,-87.61686999999999,0
"New 2nd floor, Near Hyde Park, UofC Cannabis OK",South Shore,41.77336,-87.58171999999999,4
Central 2BR Apt near Mag Mile by Domio!,Near North Side,41.891529999999996,-87.61658,1
Grand 3BR/2BA Apt near Navy Pier by Domio!,Loop,41.890209999999996,-87.61544,1
LYRA SPARK - Upscale Wicker Park Retreat,West Town,41.91199,-87.67803,4
ORION FLARE - Stylish 2 Bedroom in Wicker Park,West Town,41.91223,-87.67801,3
Wow! Entire house!!!!10 min from downtown!andburbs,East Garfield Park,41.8792,-87.69367,1
DOWNTOWN 2BR/2BA LUXURY LOOP SKYSCRAPER - SLEEPS 6,Loop,41.8823,-87.63316999999999,0
WE: PRIVATE BATH & SUITE • STUDENTS • LONG TERM,Near West Side,41.88199,-87.68361,0
WD: LUXURY UNIT • STUDENTS • LONG TERM,Near West Side,41.88173,-87.68274,0
Cozy Room In Heart Of Chicago (Pilsen),Lower West Side,41.85533,-87.65618,3
UD: PRIVATE BATH • QUIET HOME • $1995 MONTHLY,Washington Park,41.79746,-87.62172,0
Urban Trendsetter Oasis,West Town,41.90824,-87.6749,10
Private Room & Bath near Wrigley Field,Lake View,41.941359999999996,-87.67265,3
Cozy South shore condominium,South Shore,41.76162,-87.56447,0
Large Renovated Suite w/Fireplace & Private Entry,Albany Park,41.96412,-87.71996,2
West Town Penthouse - Luxury Views Near Downtown,West Town,41.894079999999995,-87.66688,2
Comfortable and spacious Room in Centric area,Avondale,41.93653,-87.72548,3
Charming Light filled East Lakeview,Lake View,41.94419,-87.64555,5
2bed 2bath Condo 420 friendly Great Location!,Lake View,41.95361,-87.64775,0
Vintage Wrigleyville - 3 BDR & 1 Block to Wrigley,Lake View,41.94989,-87.65687,6
Comfy Wrigley 3BDR - Steps to Cubs Stadium&Train!,Lake View,41.9493,-87.65856,7
Classic Wrigley 3BDR - 1min Walk to Cubs & Train!,Lake View,41.949220000000004,-87.65656,1
Cozy 1BDR in Wrigleyville - Walk to Cubs & Train!,Lake View,41.94753,-87.65839,9
HUGE & Stylish-Near downtown|Free Parking|Netflix.,Lower West Side,41.855579999999996,-87.67948,7
Furnished Lux Monthly Rental Heart of E. Lakeview,Lake View,41.94458,-87.64674000000001,0
5 BED Luxury Suite w/ Beautiful City & Lake Views!,Near North Side,41.89103,-87.61908000000001,0
Charming Garden Apartment Near UIC & Free Parking.,Near West Side,41.87055,-87.66175,13
Spacious one bedroom between Ohare and downtown,Portage Park,41.941520000000004,-87.75537,1
Heart of Lakeview One Bedroom Apt.,Lake View,41.93379,-87.64399999999999,4
3 Bed House Minuets from the Loop/Downtown,Brighton Park,41.82751,-87.69393000000001,0
"Landmark Home w/ Gym, Game Rooms & Front Porch",Austin,41.89181,-87.76791,2
Beautiful Private Room Near University of Chicago,Grand Boulevard,41.80725,-87.62364000000001,8
Beautiful Private Room Near University of Chicago,Grand Boulevard,41.80639,-87.62434,4
1 Bedroom in 1600 Sqft Apartment in Wrigleyville,Lake View,41.94303,-87.65908,0
1 Master Bedroom w/ Bath in 1600 sqft in Wrigley,Lake View,41.9444,-87.65885,0
Cozy Bedroom in an awesome space,West Town,41.90486,-87.68838000000001,1
Spacious 3BR Bridgeport Apt [1st Floor],Bridgeport,41.83334,-87.64978,4
2 Bedrooms in 1600sqft Apartment in Wrigleyville,Lake View,41.94343,-87.65925,0
MASSIVE LUXE CONDO NEAR LINCOLN PARK,Lincoln Park,41.92644,-87.67019,0
The River North Escape,West Town,41.89274,-87.646,2
Fraternity House  With Chill Vibes!,Lower West Side,41.85883,-87.66175,6
Elegant Hyde Park Apartment - King Room,Hyde Park,41.79822,-87.58991,10
HOT Logan Square studio-free parking,Logan Square,41.919509999999995,-87.6945,8
Perfect for music lovers and solo travelers!!!,Uptown,41.9665,-87.66008000000001,10
"King bed with a view, super clean",Near North Side,41.89085,-87.63865,1
"Gorgeous Loft in the Loop, steps from the Lake",Loop,41.8717,-87.62687,1
"Heart Of Wicker Park, Spacious, Warm, Parking Incd",West Town,41.90765,-87.67475999999999,2
Private Bedroom in East Rogers Park (Loyola),Rogers Park,42.00506,-87.66712,13
Stunning apartment in northside brownstone,Uptown,41.96759,-87.66675,1
Spacous Condo minutes from Downtown & Lakefront.,Douglas,41.83848,-87.62069,3
Cozy 2 BR/2 BA loft walking distance to everything,Near South Side,41.862390000000005,-87.62655,11
Private Sunny Studio,Hyde Park,41.79871,-87.58426,1
"☆✩Exclusive place, steps from Lake Michigan✩☆",Near North Side,41.89595,-87.6268,7
Beautiful Private Master Room - Univ. of Chicago,Grand Boulevard,41.806059999999995,-87.62477,5
Spacey loft right in the heart of Bucktown,Logan Square,41.92303,-87.67366,1
Awesome Artsy 1 BDR Loft Near Park & Train,West Town,41.91066,-87.69552,7
Creative & Cozy Outpost in Logan Square,Logan Square,41.926159999999996,-87.71215,4
Day use (hotel type) room,Brighton Park,41.82846,-87.69363,0
New Old Town Penthouse with Private Rooftop,Near North Side,41.90489,-87.63466,3
"Event Home for parties, weddings or special events",Brighton Park,41.82849,-87.69565,0
Extra Large 5 bedroom in East Lakeview & Train,Lake View,41.93991,-87.64274,0
Hotel Perks - Private Bedroom | Private Bathroom,Near North Side,41.892759999999996,-87.62825,0
Bright & Lofty Bucktown 1BR,Logan Square,41.9212,-87.68545,7
"Spacious, Economical,  near Wrigley and Red Line",Uptown,41.9564,-87.65038,0
温馨家园 near by White Sox /McCormick Place,Bridgeport,41.82928,-87.6396,1
Chicago Bucktown 1 Bed Gem,Logan Square,41.91473,-87.6718,3
"Large private room, breakfast included",Portage Park,41.961220000000004,-87.75084,0
A beautiful new cozy 1bed Chicago Garden flat/unit,Logan Square,41.91985,-87.71307,2
West Bucktown / 606 gem perfect for family/group,West Town,41.91384,-87.69183000000001,0
"Gorgeous, spacious 3 bedroom, 2 bath !!!!",West Town,41.90015,-87.69268000000001,0
McCormick neighborhood and IIT Study Room,Douglas,41.82991,-87.62086,4
Steel and Sky at the Mine of Diamonds,West Town,41.90597,-87.69023,1
South Loop Luxury Suite No.8 by Zencity,Near South Side,41.856759999999994,-87.62531,7
Downtown gold cost studio,Near North Side,41.904309999999995,-87.63119,4
Cozy room close to downtown.,West Town,41.89735,-87.66149,4
Peaceful and loved studio apartment,Washington Park,41.78154,-87.61595,1
Hotel Perks - Private Bedroom | Private Bathroom,Near North Side,41.891740000000006,-87.62814,0
Hotel Perks - Private Bedroom | Private Bathroom,Near North Side,41.892070000000004,-87.62669,0
Modern 2BR/2BA Apt in South Loop by Domio,Loop,41.87076,-87.63368,0
Hip 2 BR/2BA Apt in South Loop by Domio,Loop,41.870459999999994,-87.63414,0
2b/2b Luxury Glass Penthouse | By ENVITAE,Near North Side,41.89574,-87.62779,6
Vintage Home by Wrigley Field,Lake View,41.941590000000005,-87.66779,1
Traveler's Balanced City Life Repose,Avondale,41.93476,-87.72541,6
Centrally located apartment w/ shared pool & gym - steps from Riverwalk!,Loop,41.88637,-87.6352,2
Enjoy floor-to-ceiling views w/ shared pool and gym access!,Loop,41.88714,-87.634,1
Business-friendly apartment w/ skydeck - 1 mile from Millennium Park!,Loop,41.88714,-87.63387,0
Dog-friendly apartment in heart of downtown w/ shared pool & gym!,Loop,41.88575,-87.63531,0
"Chic, business-friendly apartment w/ city views and shared pool!",Loop,41.8859,-87.63342,0
Enjoy the skydeck from a centrally-located apartment w/ gym & shared pool!,Loop,41.88712,-87.63303,2
Spacious private room by Millennium Park,Loop,41.8835,-87.62524,3
Stunning 3 bedroom by Lake Michigan's best beach.,Uptown,41.95793,-87.64860999999999,0
Ukrainian Village - New Coach House! Unit 1,West Town,41.89938,-87.68779,3
23rd Pl Room 1,Lower West Side,41.8504,-87.68285,0
"Huge 2-story Modern, Wicker Park Duplex",West Town,41.9039,-87.6649,2
"Dunning 10 mins from Ohare, 9 bedrooms, 4 baths,",Dunning,41.95139,-87.8345,2
West Loop Penthouse Chicago,Near West Side,41.884840000000004,-87.6519,0
One Bedroom Upscale Apartment - South Loop Chicago,Loop,41.869209999999995,-87.62434,0
1bd/1ba - South Loop Sleek & Modern Apartment,Loop,41.87004,-87.62404000000001,2
Modern style townhome -walkable to downtown,West Town,41.89377,-87.65016999999999,0
Garfield Park Escape,West Garfield Park,41.88664,-87.72199,1
Designer room,Brighton Park,41.82059,-87.70387,0
"Convenient, Quiet Oasis near City Center and Beach",Douglas,41.83213,-87.61059,2
6min. Walk to the Skydeck + HUGE TV,Loop,41.88606,-87.63244,1
♥Comfy King Bed + Netflix Near Millennium Park♥,Loop,41.8856,-87.63259000000001,1
"Penthouse by downtown, Sox park&midway airport",Brighton Park,41.81969,-87.68566,5
Couch Surfing à la Vintage -- LGBTQ/420 friendly,West Town,41.89557,-87.66668,1
"Quiet, Private apt, 15 min to downtown",South Shore,41.758109999999995,-87.58233,0
Steps to 360 Chicago & Best Restaurants,Near North Side,41.892379999999996,-87.61904,0
Everything you need-cozy/safe studio in Edgewater,Edgewater,41.9961,-87.65794,0
ICONIC LUX 1BR Convertible in LakeShore East!,Loop,41.8873,-87.61801,0
2 Bedroom Apartment with Parking in Lincoln Park,Lincoln Park,41.928540000000005,-87.66789,1
Entire Apartment near Lakefront,Uptown,41.97103,-87.65122,0
"Close to downtown,beach,Airport,bus/train",Edgewater,41.98529,-87.65486,3
2 BD/2 BA; Garage Parking INCL; <1 m to Wrigley!,Lake View,41.95301,-87.66830999999999,2
Artsy Logan Square 2BR with Private Entrance!,Logan Square,41.92491,-87.70362,2
"Perfect 4 Cubs, Pride, Concerts w Private Entrance",Lake View,41.94465,-87.6506,6
Forum Retreat House 2R,East Garfield Park,41.8815,-87.7091,2
Beautiful apt in the heart of Lakeview,Lake View,41.941340000000004,-87.6425,1
Chic Bohemian Apartment in Historic Lincoln Park,Lincoln Park,41.91735,-87.64922,0
The Mozart - Contemporary Logan Square 3BDR,Logan Square,41.9146,-87.69779,2
Luminous Logan Square 3 Bed/3 Bath House w/Rooftop,Logan Square,41.93071,-87.69374,3
Cozy comfortable bedroom,Austin,41.875009999999996,-87.74732,0
"古典,3室3床1卫",Armour Square,41.84382,-87.63741999999999,2
Bucktown/Wicker Park Loft,West Town,41.91353,-87.68263,0
Safe University of Chicago Law Campus Hyde Park B1,Woodlawn,41.78422,-87.59763000000001,2
Beach House Chicago on Lake Michigan,Rogers Park,42.0188,-87.66496,8
"Garden-Level Apartment w/ Yard, 4-minute Walk to Metro",Avondale,41.936690000000006,-87.71198000000001,0
⭐4BR Charming Place for 9 Guests|Near Wrigley❤️,Uptown,41.97191,-87.65841999999999,3
⭐NEW! Stylish 2BR w/ WiFi 7-min to Wrigley Field❤️,Lake View,41.94377,-87.65207,5
Oasis II - 5 bedroom Duplex - McCormick Place,Armour Square,41.8506,-87.63368,3
Cozy Museums-McCormick Timber Loft with ❤️,Near South Side,41.8534,-87.6228,3
Huge Cozy/sleek duplex Condo btwn Wicker & Loop,West Town,41.89377,-87.662,1
"Stylish 3BR Apartment, Steps from Millenium Park",Loop,41.88194,-87.62694,11
Oasis III #5C - 3 Bedroom Condo - McCormick Place,Armour Square,41.856429999999996,-87.63398000000001,2
"Room in condo 15min to downtown,midway&Sox park",Brighton Park,41.82104,-87.68531999999999,0
"New Chicago Cozy Beach Apartment, CTA, Lake Shore",Edgewater,41.990159999999996,-87.65656,1
Stylish & Spacious Wicker Park Airbnb!,West Town,41.908590000000004,-87.68217,2
CHINA HOUSE 4R,Armour Square,41.851620000000004,-87.63332,1
CHINA HOUSE 4F,Armour Square,41.85308,-87.63248,1
CHINA HOUSE 1B,Armour Square,41.8556,-87.63433,1
CHINA HOUSE 2B,Armour Square,41.85445,-87.63384,1
CHINA HOUSE 3B,Armour Square,41.855340000000005,-87.63356999999999,1
CHINA HOUSE 4B,Armour Square,41.85573,-87.63369,1
"Cozy and serene, peaceful place with lushes garden",Albany Park,41.96205,-87.7228,3
House on Jerome,West Ridge,42.017540000000004,-87.70703,0
⭐NEW! Perfect Location ❤️ 7-min Walk to Wrigley,Lake View,41.94412,-87.65023000000001,6
⭐NEW! 2BR w/ FREE WiFi ❤️ 7-min Walk to Wrigley!❤️,Lake View,41.94402,-87.65037,5
Lovely Place Near the Chicago Medical District,Near West Side,41.870740000000005,-87.64253000000001,0
Wicker Park 2 Bedroom Apartment | by Cloud9,West Town,41.90788,-87.66495,2
Spacious basement apartment,Norwood Park,41.980340000000005,-87.79122,2
Large Studio in Lakeview East/Boystown,Lake View,41.9433,-87.64832,0
Cozy and Comfy entire apartment for you!,Garfield Ridge,41.79375,-87.79026999999999,3
The Honeyroom,South Shore,41.75421,-87.5741,3
Private Room In Great Walking Location,Loop,41.883720000000004,-87.61883,2
1 Private Master Room - Option for 1 add room,Loop,41.88346,-87.62011,0
Room Five at House 5863,Edgewater,41.98742,-87.66548,0
Room Four at House 5863,Edgewater,41.98905,-87.66566999999999,0
Room Three at House 5863,Edgewater,41.9889,-87.66535,0
Room Two at House 5863,Edgewater,41.9876,-87.66457,0
"Luxury Suite, 2 Bedrooms, 1st Floor",Edgewater,41.988890000000005,-87.66452,0
温馨家园 2 near by White Sox / McCormack Place,Bridgeport,41.82983,-87.64029000000001,3
Oasis III #3C - 3 Bedroom Condo - McCormick Place,Armour Square,41.85718,-87.63306999999999,2
Oasis III #3B - 3 Bedroom Condo - McCormick Place,Armour Square,41.85674,-87.63316,3
Oasis III #3A - 3 Bedroom Condo - McCormick Place,Near South Side,41.85818,-87.63344000000001,1
Oasis III #1C - 3 Bedroom Condo - McCormick Place,Armour Square,41.8568,-87.63242,2
Oasis III #1B - 3 Bedroom Condo - McCormick Place,Near South Side,41.858579999999996,-87.63316,3
Spacious House minutes from/to Loop/Downtown,Brighton Park,41.82901,-87.69538,0
Luxurious Studio with Amazing View,Near North Side,41.89225,-87.62215,3
Heart of Pilsen,Lower West Side,41.8573,-87.66563000000001,2
2nd-Story Apartment w/ Deck in Lincoln Park,Lincoln Park,41.93264,-87.64611,0
Cozy 2 bed Condo Near Downtown and McCormick Place,Bridgeport,41.83469,-87.64766999999999,0
2 Bed 2 Bath Luxury in the Sky,Loop,41.88382,-87.63385,0
2 Bed 2 Bath Luxury in the Loop,Loop,41.88349,-87.63516,0
Beautiful apartment with AMAZING location!,Loop,41.8847,-87.63189,3
Luxury Condo stone's throw from Wrigley,Lake View,41.944759999999995,-87.65347,0
6Bdrm Top Floor and Roof Deck in River West by C9,West Town,41.89772,-87.65566,0
3B Penthouse walk to McCormick The Dickenson by C9,Near South Side,41.85287,-87.62397,0
"Fun 6 Bed, 2 Story Lincoln Condo / A+ Location!",Lincoln Park,41.92438,-87.64609,1
Space for 2,Uptown,41.9722,-87.67084,0
Bohemian Gem in Humboldt Park,Humboldt Park,41.90933,-87.71379,0
Luxury Home in South Loop,Near South Side,41.86600000000001,-87.62828,0
Charming Hidden Gem Heart of Pilsen Near Downtown,Lower West Side,41.85771,-87.67794,10
"Sunny, plant filled 2 bedroom apartment in Pilsen",Lower West Side,41.859629999999996,-87.6544,1
Wrigley 2 bedroom hotspot,Lake View,41.94692,-87.64386,3
Green room + Sleeparea 1 - 6@ South Shore Bungalow,South Shore,41.76458,-87.57169,0
Cozy Garden 1 Bedroom Apartment,Austin,41.91115,-87.77915,3
Suite 1,Grand Boulevard,41.81106,-87.61366,0
Suite 2,Grand Boulevard,41.81055,-87.61388000000001,0
Suite 3,Grand Boulevard,41.81081,-87.61265,0
Cool Place to rent,Hyde Park,41.79987,-87.60417,0
Oasis #C3132 - 4 Bedroom Condo - McCormick Place,Armour Square,41.851929999999996,-87.63216,0
10 min to Loop/Temp Furnished,Brighton Park,41.82735,-87.69402,0
Priv. room w/ queen bed in United center/West loop,Near West Side,41.88252,-87.68061999999999,6
Logan Square Classic Turn-of-the-Century Greystone,Logan Square,41.92504,-87.71672,0
WC: LUXURY UNIT • STUDENTS • LONG TERM,Near West Side,41.88297,-87.68405,0
5 BR | Chicago Brewing District Retreat,West Town,41.89154,-87.67685999999999,0
Bldg Sleeps 30 Cannabis Friendly by Hyde Park UofC,South Shore,41.772259999999996,-87.58136999999999,0
Light and Airy Rogers Park Condo! Safe area,West Ridge,42.005559999999996,-87.68339,0
I. MANSION SHARED BEDROOM S _ SINGLE BED,Calumet Heights,41.72948,-87.57719,2
Oasis IV #1S - 4 Bedroom Condo - McCormick Place,Armour Square,41.84547,-87.63426,2
